,review_id,stmt_score
266,-bhdlNbD_UvXixB7jEzrug,-0.2039
267,-BhHyJLcdb52v5FrcAiU9A,-0.775
268,-BhuNH3cVDkzA26WZ0i61w,-0.9292
269,-bJOmAcRIc1yZUaLjIuL5A,-0.9629
270,-bjwJwRawN3ODu8enK1XiA,-0.8315
271,-BnEfQEuC4gOvbK6L8vpkA,-0.8969
272,-bnn-meL6MdjXdzcNhgBuQ,-0.6688
273,-BPbrvqdtWTVW2fzrtBVPQ,-0.4276
274,-bQsWIUmTeUa5KqLNGukFw,-0.4742
275,-bQYoUSbP96STvTlPlAFYw,-0.6288
276,-bRvZ7t1qLjqnAA5X7UZFg,-0.5848
277,-btfOFqLzrpR0WDEMB-ZzQ,-0.4728
278,-btI2OGei-mwHYzOKaxhOw,-0.295
279,-bTKhKQYb4PAsSLQ-NFEEA,-0.296
280,-buCaBZEHOtjPUm5bBUZww,-0.6588
281,-BuLwqaT4Odl8QjWDnkbqg,-0.8161
282,-Bvpt94lljjrk2CQSZyevg,-0.765
283,-bVZ4td2OdrdTwxKjnW-yQ,-0.9273
284,-BXOF4g-TznAQmrxfiJYMQ,-0.4228
285,-B_5hS-Tj1ifz7Rar55IMg,-0.7131
286,-c2mUpSQOZfTUUKjTxjZvQ,-0.6174
287,-c5IR-JMGzzXpr4Hq5Lc6Q,-0.9365
288,-C693DgIrlqcc9b1E7906A,-0.2144
289,-C9CCCyQRmLB57Hrxw1p1w,-0.7364
290,-CBb7TpVYxUX2zWEWG8swA,-0.5301
291,-cccFzMJG3Ac70lvJRsJlQ,-0.8403
292,-cf-fxvrYZdcPc8-gZQOtw,-0.5423
293,-Cg67ERkd03r1gzm_UeiWA,-0.543
294,-CGRe6HQisoAs6P5LTXm-A,-0.2942
295,-chIt40rNfmuGHnifwJm8Q,-0.296
296,-Ci8ZqMnt8Ou6_xQgDk8sw,-0.8555
297,-CIQSAEneI2xkzlkfplSEQ,-0.3578
298,-Cj-9qFe_40ykEwM3wL3vQ,-0.3147
299,-cJsX3F-yEOLJPdOCNVpVw,-0.8791
300,-Cjw5SC6ti6PYTC-T_QmpA,-0.6913
301,-CLtwkoBPC1RkgJM3YmeDA,-0.8723
302,-cLV9Kox0iamus4IbyARGA,-0.4588
303,-CoEgSUakFc4GRcLNSnGLQ,-0.7606
304,-ConTmisOKwsJSCI_mUWNQ,-0.431
305,-copL2QksP_X3rOV4zSy4Q,-0.123
306,-CoSSusEa72Ck6RgZV6nXQ,-0.6908
307,-CoZYoWX4jSwoBmIJrAFMA,-0.497
308,-CPdmwxA2FZshAcqul527w,-0.246
309,-cq47kDIzPyjYGc5F8fIgA,-0.1152
310,-CqopV0Gp-11QkkoC4wVow,-0.1462
311,-CroKJkQt7lropwX0hYSDg,-0.8885
312,-cSdLQ3KOfISMDuYSHPlHw,-0.5222
313,-Ctn0Ur6Uke7ypmNt6OgWQ,-0.0258
314,-CTPA6HbM14pUbEDCziqHQ,-0.7964
315,-CV7SNWbLLM2xi_B9LgBJg,-0.9549
316,-CvxMD0styT8KkvwIdcvCA,-0.6876
317,-cW8Gf6p0TLxvNc8w6Mwyg,-0.0692
318,-cWHyDf5_dICs-CJNuV9QQ,-0.3654
319,-Cx-P1jKU1IjEQQECVt47g,-0.1505
320,-CXowYsRnUJvgDC1Mz8azQ,-0.7032
321,-CYGCo7Ytk_iGo-iPWhwzw,-0.6562
322,-cym_e3MdUEDetNlJilDNw,-0.2259
323,-czhMviMG4fAeuFjwv0bnw,-0.722
324,-CZUu69kVtT4rx4M76PdVw,-0.8047
325,-D-E1QWuDJkj8TlnKlhrtA,-0.0541
326,-D-mEweJ_8R3-tBvGh1g-w,-0.667
327,-d0OoIYpVgEpPr4F_t6P3A,-0.7506
328,-D4wLmjdIC5YdJRlFhHCcA,-0.9784
329,-d5hVP-GDNL1l9GSSZZv5Q,-0.9719
330,-D7LQOxlaO6xcW56iQbXzA,-0.8039
331,-d7NUrQTQJo17PP2-mSvBQ,-0.8759
332,-DAELKWSQEG7RvCssH8cuQ,-0.3071
333,-dAKVVYH9ufKcc5K2cWyWg,-0.0857
334,-DAW6f2Ij1IkRFl1h1Onyg,-0.8863
335,-dbTLDYQEPOLtzEPRzMy0Q,-0.8012
336,-DcY7eTLTuRnGQUYkATD_g,-0.7346
337,-dDUN4J7scTMNXySt5KKXw,-0.8713
338,-DEaHX-OHoxRcFdSHLt-ZA,-0.8024
339,-dejBcTdz7Q2D_R3ycwrsw,-0.6331
340,-df1KBXPGuziuowsFQrgqQ,-0.4463
341,-dfnBiNGYoqiL9zqUQ3HGQ,-0.5478
342,-dfyFh1YKnu5eubDU8l5Og,-0.8396
343,-Dg-jjy7s2ruiopXPzfChQ,-0.8074
344,-dg1Drb9iHDPaeNYq-fblg,-0.7351
345,-dGIRyPkX5KvCZovdtmMjg,-0.6341
346,-DgLexo8h4EoQrjup9agCA,-0.5992
347,-dgN6Rttd2JLlrQvyB6x7A,-0.9664
348,-DHkiZuSjgaNLVeX-Xfh_w,-0.9236
349,-DhPoTAZyTSixlLvAtNzwg,-0.9527
350,-dhs18mCqB0nyK8jeFIZzw,-0.3447
351,-diCWkDUnowu2sMiK_a19A,-0.8886
352,-DIw8itYoFR3uH7EZWCqaA,-0.7687
353,-DiWccOBQ250Jwsjgh3Haw,-0.7718
354,-dJ0yrkkILVDa26jqNcysA,-0.3071
355,-Djd6sYSPixy7cqobLAGtg,-0.5598
356,-djFbLJ7sf_W-PDIncg3UQ,-0.6962
357,-dK5nrhiIuV-YEOLtsytSw,-0.8998
358,-dlByLyY3hy6KF4U3YaFNA,-0.2575
359,-dLV8da6IP4dVlaME2vY_A,-0.2263
360,-dL_VT_n4jExHuQrPTUXJQ,-0.9141
361,-DodGNWxSyyoVkd7hHWbvg,-0.3802
362,-dODThzaothweHCbt7QLiQ,-0.1695
363,-dOHxfkcOXmoprfHkqoiMg,-0.8316
364,-DQH8WEW5Yv8PLR4ZMZASA,-0.3182
365,-DqurgUaJ0m4amCH5paFVQ,-0.2591
366,-Dr5AbFquU6NKs4Ns3cgEg,-0.311
367,-DROt_H8YOrVA5-LibCIeA,-0.6925
368,-Ds9UCqVtVB1OutSNV7a9Q,-0.128
369,-dtvkYRVxJnLhIXH7S5UWw,-0.6679
370,-dWuyAZ6vodGQ363PV3Rsw,-0.9638
371,-dy7rhAnW_GH58N4PFTb6A,-0.5859
372,-DYm96lRTzmQe-qu1OLTHA,-0.5423
373,-DZXQuf7jDn0qSQKD5WTDw,-0.3907
374,-e7mOfwBfUAgFv980NCpVw,-0.5096
375,-E8fXWNM6jLIXG6FcCePJQ,-0.9743
376,-Ea1qoiSvXm4KbNY0kB7rA,-0.7506
377,-eANcPj1cegF55xmHtJhfA,-0.3412
378,-ebnapkNhI4lBhuFTegpyw,-0.7854
379,-ebq76vTcYFwPo9WCRkm9g,-0.4883
380,-Ec6m5LndETAzVSjNrYiyQ,-0.3975
381,-Ed8looZ_VZc_7C2ZBsC-g,-0.7351
382,-EHzGKLf-t7vM8N4G4VMhg,-0.6059
383,-EiHi0yotY_dBGE4sru2Vw,-0.2262
384,-ejNNGhljfrA5YvXkwWeCg,-0.6166
385,-EJrDFzqr-hP3eOE-mhGbg,-0.5838
386,-ELywr4VVEHx3624VftPzg,-0.7574
387,-Eow2IYsMxbNlDx32VzNQw,-0.128
388,-eOXAZW38tUsLCf9d4iyGA,-0.2268
389,-EpiaSy3wnGkMXtPrjQFow,-0.8305
390,-ERb-VfKh6PeXy4zdIO7iA,-0.4519
391,-ERTdnvYCvzxwcmCRpMVQw,-0.8824
392,-eTIBWt5rd42xKE3IEB_WA,-0.8519
393,-euphESp1kUDr0rsHimJ6Q,-0.3206
394,-euuqqDk5OS0mhw6miyZAg,-0.9124
395,-EvMVx6QudASoWFnfMSM5w,-0.418
396,-evPi8-XD7AI_q3IkJQEPQ,-0.7079
397,-EwD3XzpIHkAOMJvOxWmEA,-0.9319
398,-eXpQEMolB9or5H_sgAnpA,-0.7934
399,-eyLD3rzARLE3rVwcKKBcw,-0.8252
400,-eYVTIfzpRO00j9VNIR4yQ,-0.3041
401,-EzODk4gR3mv-oZc2wtpcg,-0.8245
402,-E_yQiETRci5d3MW-K3FkA,-0.9912
403,-f0SuoZ0U2LcId9aJvKRCQ,-0.7603
404,-f1qnZwKVyGgto5auRL6Uw,-0.5696
405,-f332Eh6T6qITZwlIpKVnQ,-0.25
406,-F3URIJk9d6VWb40L9-l8w,-0.6449
407,-f5SR46H2k7J02yDq1TPvQ,-0.9184
408,-f5tQpgZXPZbQkqJVz91MQ,-0.7165
409,-Fc7Nc9pGxWcADTuPAYj9A,-0.9152
410,-fCdrDAUY4UfYn2wuUwDiA,-0.5799
411,-fcID1vct3_Ok0H-jgaO6Q,-0.986
412,-fd9aQ3ounJGSJCtXv9idw,-0.7333
413,-fds8DJLTajPdhvquyt2FQ,-0.4167
414,-fE9izjF-2ZrV19WkFoTRA,-0.7549
415,-ff1Bzei5P9Ur7CriTR-tg,-0.8693
416,-ffdmL9viOKegyXGHIq1eA,-0.9228
417,-FFifhVq7AkoRpk5HuDHNQ,-0.5256
418,-FFzuu5e9QyKyzoGL80B1w,-0.5267
419,-fGIVpxKL6I5NEy0gvZnsQ,-0.0127
420,-fHqVMJRq22JsA1Y3GQlYQ,-0.4404
421,-FI5oHoY3ty7Gx8oO99AOQ,-0.2122
422,-fi7M5JaoBYXD1KRfkCS0A,-0.4033
423,-fJ04yvPR-TL5P-Y2HnO2w,-0.69
424,-FjfzFGip2Ogl01bAm6y1A,-0.501
425,-FjoMrWsaKn-pM4bS27jPw,-0.9082
426,-Fk5StU8kfHSi0c8csuxAA,-0.4303
427,-fKHH20Qiu3vAhBj8VCZig,-0.3612
428,-fM9ztt1Jvq1SBc_Bhaq6A,-0.8544
429,-fNJwFQEp5s9Kb_BPcgy4A,-0.1064
430,-Fo6nrfbbseGP0tf0sj_FQ,-0.7717
431,-FQP2veNwyuQynMMjlQ1Ng,-0.2598
432,-FrA5_bHlsIkzUsgtVSoIQ,-0.6285
433,-FrFjrFZHuea1N5JuSqOug,-0.5872
434,-FtMBYIZVO9-AfjfsZTJYQ,-0.8731
435,-ftPLAOXQLFJWcECpgoqQA,-0.8064
436,-FTpwvTlGsnPbE89UACrEQ,-0.0366
437,-fuPRUxt1TeltBL0WJgcQA,-0.3893
438,-FUq3OtphqPQRk6z3G2TUw,-0.9107
439,-FuU4o7BwpDDkMFIgtM8sw,-0.886
440,-fv0G0QVEo9VI8Ka1Y5Y0g,-0.3845
441,-fwIdzhjW--5wjgjuWLENA,-0.5869
442,-fwRs1Z8iMyQhucTiYxo3A,-0.5632
443,-FwXCQekAVSpqaiwUW4nTQ,-0.2411
444,-g082O8bNK-L8mLqUMIY9g,-0.0085
445,-g0aJtsAuYBFmZZs2kkUqw,-0.6369
446,-G0L2pOUxB-uY4CP_t6GGw,-0.7123
447,-g5N4iCl26dwZvAov9uOXg,-0.0768
448,-gBwMH0643iDSH4f8wo2og,-0.2952
449,-GBYm1Ep5hKannjxyuXwMw,-0.9233
450,-GceFvJ_X_MvCLz2Ao-RZg,-0.5334
451,-GCVvY_JGcNTiPuElZEqVA,-0.8201
452,-gCXpIiVWd_HZH2Gj_DJjA,-0.8655
453,-Gd5G5v-gCRlWe16-I_rWA,-0.1646
454,-gEJ1dHOlqROyr_5gtC9Zw,-0.6801
455,-geS-N9M8fDVmAMt_69zhQ,-0.5859
456,-gfOlOF8DlZW7bcfXqQofg,-0.9537
457,-GGPe6j2xLUri70znfl6Ag,-0.9732
458,-GHbIvnKxoNkEvDKbhdzJw,-0.4019
459,-ghc37_dZm-rsTZQHvquFQ,-0.453
460,-giTQryR2zGxY1CvIM102Q,-0.128
461,-GJ46IwshieFFZipx-gtgg,-0.7328
462,-GjpFZayGL8n5n_S9O7jVg,-0.111
463,-gKWlfp5ApkkCjnrS4cglQ,-0.8388
